,id,time,link,message,like,share,comment,commentsHighlight
0,1282973728458676_2321541194601919,1564727400,https://www.facebook.com/CH3Thailand/videos/590315248161089/,อย่าโกรธแม่เลยที่ต้องขายเอ็ง 😭😭  ดูย้อนหลัง #สัตยาธิษฐานep1 ได้ที่นี่ https://www.ch3thailand.com/news/scoop/17286 #สัตยาธิษฐาน #Ch3Thailand,26,0,0,[]
1,1282973728458676_2321538554602183,1564725600,https://www.facebook.com/CH3Thailand/videos/757231684679383/,"แอคชั่นจัดเต็ม แถมยังซึ้งด้วยฉากหวานๆ มาดูเบื้องหลัง ""ลิขิตแห่งจันทร์"" พร้อมฟังนักแสดงเล่าเรื่องสนุกๆ ในกองถ่ายกันค่ะ ติดตาม เปิดกองวิก 3 ""ลิขิตแห่งจันทร์"" วันพรุ่งนี้ เวลา 09.15 น. ทาง #ช่อง33 #Ch3Thailand",81,0,3,"[{'id': 'Y29tbWVudDoyMzIxNTM4NTU0NjAyMTgzXzIzMjE2MDEwNDc5MjkyNjc=', 'time': 1564727142, 'message': 'เมื่อไรจะออกอากาศ', 'like': 0}]"
2,1282973728458676_2321514967937875,1564723800,https://www.facebook.com/CH3Thailand/videos/2731008080265531/,"""มึงร้องไห้ทำไม ถ้ามึงไหว"" ทดได้กลายเป็นทาสตั้งแต่ยังเด็ก ดูย้อนหลัง #สัตยาธิษฐานep1 ได้ที่นี่ https://www.ch3thailand.com/news/scoop/17286 #สัตยาธิษฐาน #Ch3Thailand",959,23,5,"[{'id': 'Y29tbWVudDoyMzIxNTE0OTY3OTM3ODc1XzIzMjE1ODc3NDQ1OTcyNjQ=', 'time': 1564726527, 'message': 'ภาพป้อเจ้า ยังติดตาอยู่เลยเน้อ', 'like': 0}, {'id': 'Y29tbWVudDoyMzIxNTE0OTY3OTM3ODc1XzIzMjE2MDI3MDEyNjI0MzU=', 'time': 1564727254, 'message': 'โหหหรัดทดจิงๆพระเอกของฉันนน', 'like': 0}]"
3,1282973728458676_2321506471272058,1564722300,https://www.facebook.com/CH3Thailand/posts/2321506471272058,รื้อกระเป๋า “ทรงเผ่า” ส่อง 7 ไอเทมเด็ด มีอะไรบ้างมาดูกันค่ะ https://www.ch3thailand.com/news/scoop/17290 ติดตาม “แก้วกลางดง” ทุกวันศุกร์ เวลา 20.20 น. เสาร์และอาทิตย์ เวลา 20.15 น. ช่อง 33,142,3,3,"[{'id': 'Y29tbWVudDoyMzIxNTA2NDcxMjcyMDU4XzIzMjE1NzQzOTc5MzE5MzI=', 'time': 1564725610, 'message': 'ฉันเป็นคนกัมพูชาตอนนี้กำลังอยู่ประเทศกัมพูชาแต่ฉันขอไห้น้กนิเขียนโทรทัศน์ช่อง3มีสุขภาพดีคะอายุยี่งยืนนานคะ', 'like': 0}]"
4,1282973728458676_2321488611273844,1564720597,https://www.facebook.com/CH3Thailand/videos/2483946391933980/,ไม่ยอมพูดเพื่อให้ใครมีความผิด แต่ยอมที่จะโดนเฆี่ยนเองทดใจเด็ดจริงๆ ค่ะ ดูย้อนหลัง #สัตยาธิษฐานep1 ได้ที่นี่ https://www.ch3thailand.com/news/scoop/17286 #สัตยาธิษฐาน #Ch3Thailand,1487,41,12,"[{'id': 'Y29tbWVudDoyMzIxNDg4NjExMjczODQ0XzIzMjE1MTQxNTQ2MDQ2MjM=', 'time': 1564721898, 'message': 'ตอนแรกก็ชอบแล้ว สนุกค่ะ', 'like': 1}, {'id': 'Y29tbWVudDoyMzIxNDg4NjExMjczODQ0XzIzMjE1ODEwNTc5MzEyNjY=', 'time': 1564726083, 'message': 'เห็นหน้านายแคว้นละอยากปิดทีวีหนี\nแต่พอให้อภัยได้ แลกหน้าอกพี่สน 😁😁😁 เราไม่ได้โฟกัสที่หัวนมชมพูเลย จริงจริ๊งงงงงง  😂😂😂', 'like': 0}]"
5,1282973728458676_2321440154612023,1564717732,https://www.facebook.com/CH3Thailand/posts/2321440154612023,"""ลูกเผชิญวิบากแดนมนุษย์ ซู่จิ่นทำหุ่นไม้นี้มายั่วยวนข้า ไม่รู้ยึดตามกฎเกณฑ์เผ่าเทพ ท่านพ่อคิดว่าควรลงโทษสถานใด"" ดูย้อนหลัง สามชาติสามภพ ป่าท้อสิบหลี่ EP.71 | 30-07-62 https://www.ch3thailand.com/news/scoop/17287 #สามชาติสามภพป่าท้อสิบหลี่ #Ch3Thailand",112,3,0,[]
6,1282973728458676_2321387494617289,1564715253,https://www.facebook.com/CH3Thailand/photos/a.1330600120362703/2321385334617505/?type=3,เรื่องราวในอดีตพาให้เขาและเธอกับมาเจอกัน 📌ชม #สัตยาธิษฐาน ย้อนหลังที่แรกก่อนใคร👉 http://bit.ly/315nNT7 #MelloThailand #Ch3Thailand #ช่อง3 #ช่อง33,593,12,10,"[{'id': 'Y29tbWVudDoyMzIxMzg3NDk0NjE3Mjg5XzIzMjE0MTEyMzc5NDgyNDg=', 'time': 1564716494, 'message': 'มีกีตอนละคะนี้บอกเลยว่าติดมากๆๆ', 'like': 1}, {'id': 'Y29tbWVudDoyMzIxMzg3NDk0NjE3Mjg5XzIzMjE1MTc2NTc5Mzc2MDY=', 'time': 1564722105, 'message': 'ละครสนุกมากค่ะนางเอกสวย   พระเอกก้อหล่อ', 'like': 1}]"
7,1282973728458676_2321301841292521,1564713000,https://www.facebook.com/CH3Thailand/posts/2321301841292521,วันนี้มีละครและรายการอะไรน่าสนใจบ้าง เข้ามาดูกันค่ะ #Ch3Thailand https://www.ch3thailand.com/news/scoop/17288,142,0,0,[]
8,1282973728458676_2321300934625945,1564710770,https://www.facebook.com/CH3Thailand/posts/2321300934625945,“ยกอโหสิกรรม แล้วมันล้างอายที่ฉันกับลูกฉันต้องทนได้หรือเปล่า” ดูย้อนหลัง กรงกรรม EP.26 | 01-08-62 https://www.ch3thailand.com/news/scoop/17285 #กรงกรรม #Ch3Thailand #กรงกรรมep26,124,2,0,[]
9,1282973728458676_2321196514636387,1564707600,https://www.facebook.com/CH3Thailand/posts/2321196514636387,"""ขอเฝ้าติดตามเธออันเป็นที่รักทุกชาติภพ เพื่อไขข้องความเข้าใจผิดของเธอ เพื่อจักบอกว่า ลูกไม่เคยทรยศรักของเธอเลย ลูกรักเธอคนเดียว"" ดูย้อนหลัง สัตยาธิษฐาน EP.01 | 01-08-62 https://www.ch3thailand.com/news/scoop/17286 #สัตยาธิษฐาน #Ch3Thailand #สัตยาธิษฐานep1",425,12,12,"[{'id': 'Y29tbWVudDoyMzIxMTk2NTE0NjM2Mzg3XzIzMjEyNDMwODc5NjUwNjM=', 'time': 1564707896, 'message': 'เอาจริงๆนะ ช่อง 3 ทำแต่ละครข้ามภพข้ามชาติ ตอนนี้เริ่มเดาได้และ จะเกิดอะไรต่อไป ทำให้หลากหลายค่ะ จะได้ไม่น่าเบื่อค่ะ', 'like': 4}, {'id': 'Y29tbWVudDoyMzIxMTk2NTE0NjM2Mzg3XzIzMjEyODI4ODEyOTQ0MTc=', 'time': 1564709954, 'message': 'ดูตอนย้อนกลับไปอดีตชาติกำลังสนุกๆ ดันฉายกลับมาปัจจุบัน หมดอารมณ์เลย ๆ เลิกดูต่อ มันเสียอารมณ์แล้ว', 'like': 0}]"
10,1282973728458676_2321088727980499,1564704000,https://www.facebook.com/CH3Thailand/photos/a.1330600120362703/2321088344647204/?type=3,โปรแกรมน่าสนใจจากช่อง3 วันศุกร์ที่ 2 สิงหาคม 2562 ดูเพิ่มเติมได้ที่ www.ch3thailand.com #Ch3Thailand #ช่อง33 #ช่อง28 #ช่อง13,307,0,0,[]
11,1282973728458676_2321078974648141,1564699800,https://www.facebook.com/CH3Thailand/photos/a.1330600120362703/2321078297981542/?type=3,ตารางออกอากาศ ประจำวันศุกร์ที่ 2 สิงหาคม 2562 ของ #ช่อง33 ติดตามผังรายการช่อง3 เพิ่มเติมที่ http://bit.ly/2ivQ6sP #Ch3Thailand #ผังรายการช่อง33 #ช่อง3,204,2,0,[]
12,1282973728458676_2321077761314929,1564699432,https://www.facebook.com/CH3Thailand/photos/a.1330600120362703/2321077581314947/?type=3,ตารางออกอากาศ ประจำวันศุกร์ที่ 2 สิงหาคม 2562 ของ #ช่อง28 ติดตามผังรายการช่อง3 เพิ่มเติมที่ http://bit.ly/2ivQ6sP #Ch3Thailand #ผังรายการช่อง28 #ช่อง3,99,0,1,"[{'id': 'Y29tbWVudDoyMzIxMDc3NzYxMzE0OTI5XzIzMjExODYxMDc5NzA3NjE=', 'time': 1564704817, 'message': 'นับถอยหลังจอดำสิ้นเดือนนี้', 'like': 1}]"
13,1282973728458676_2321076894648349,1564698788,https://www.facebook.com/CH3Thailand/photos/a.1330600120362703/2321076571315048/?type=3,ตารางออกอากาศ ประจำวันศุกร์ที่ 2 สิงหาคม 2562 ของ #ช่อง13 ติดตามผังรายการช่อง3 เพิ่มเติมที่ http://bit.ly/2ivQ6sP #Ch3Thailand #ผังรายการช่อง13 #ช่อง3,96,0,0,[]
14,1282973728458676_2320476018041770,1564672017,https://www.facebook.com/CH3Thailand/videos/2310394985890566/,เรื่องราวต่างๆ พามาให้เจอกันตลอดจริงๆ ติดตาม #สัตยาธิษฐานep1 (ตอนแรก) ดูสดตอนนี้ทางทีวี #ช่อง33 ดูออนไลน์ คลิก www.ch3thailand.com/live/33 หรือดูผ่านแอปพลิเคชัน Ch3Thailand,734,19,20,"[{'id': 'Y29tbWVudDoyMzIwNDc2MDE4MDQxNzcwXzIzMjExMjQwNTc5NzY5NjY=', 'time': 1564701601, 'message': 'พี่สนหล่อมากอ่ะเรื่องนี้ นางเอกก็สวยมากคะ น่าติดตามมากเลยคะเรื่องนี้ น่าจะสนุกเข้มข้นมากทีเดียว เพราะนักแสดงแต่ละคนก็มากฝีมือกันทั้งนั้นคะ', 'like': 2}, {'id': 'Y29tbWVudDoyMzIwNDc2MDE4MDQxNzcwXzIzMjA1MTcwMzQ3MDQzMzU=', 'time': 1564673259, 'message': 'วันแรกก็สนุกแล้ว ชอบ ๆ ทีมพระเอก', 'like': 4}]"
15,1282973728458676_2320460944709944,1564670721,https://www.facebook.com/CH3Thailand/videos/368512100392041/,"""ปล่อยมือฉัน"" ติดตาม #สัตยาธิษฐานep1 (ตอนแรก) ดูสดตอนนี้ทางทีวี #ช่อง33 ดูออนไลน์ คลิก www.ch3thailand.com/live/33 หรือดูผ่านแอปพลิเคชัน Ch3Thailand",1100,16,15,"[{'id': 'Y29tbWVudDoyMzIwNDYwOTQ0NzA5OTQ0XzIzMjA0NjQzNzEzNzYyNjg=', 'time': 1564670862, 'message': 'อะไรคือไปช่วยสาวแต่จับมือสาวเสียเองคะหนุ่ม 555', 'like': 2}, {'id': 'Y29tbWVudDoyMzIwNDYwOTQ0NzA5OTQ0XzIzMjA0NzgzMDEzNzQ4NzU=', 'time': 1564671475, 'message': 'หูยยยย ผิดคาด สนุกกว่าที่ติดเยอะเลยค่าาา ติดหนึบๆๆ  พอละครมา หยุดเล่นเกม มาดูแต่ช่อง 3 ตาไม่กระพริบอย่างเดียวเลย 😄😍 #สัตยาธิษฐาน', 'like': 7}]"
16,1282973728458676_2320109134745125,1564665600,https://www.facebook.com/CH3Thailand/photos/a.1330600120362703/2320108244745214/?type=3,เรื่องราวของชาติที่แล้ว จะมีผลต่อชาติปัจจุบันอย่างไร ติดตาม #สัตยาธิษฐานep1 (ตอนแรก) ดูสดตอนนี้ทางทีวี #ช่อง33 ดูออนไลน์ คลิก www.ch3thailand.com/live/33 หรือดูผ่านแอปพลิเคชัน Ch3Thailand,623,16,20,"[{'id': 'Y29tbWVudDoyMzIwMTA5MTM0NzQ1MTI1XzIzMjA0MTY3ODQ3MTQzNjA=', 'time': 1564668743, 'message': 'พระนางดีแต่ตัวสมทบไม่โออ่ะแฟนพระเอกโนเนมและสวยไม่สมบทส่วนตุ้ยไม่น่าได้บทผู้ชายที่ใกล้ชิดนางเอง.น่าจะเป็นพี่น้องกันมากกว่า.สรูปดูแล้วง่วงค่ะหลับดีกว่าฝันดี 🌜', 'like': 3}, {'id': 'Y29tbWVudDoyMzIwMTA5MTM0NzQ1MTI1XzIzMjE1ODA1ODEyNjQ2NDc=', 'time': 1564726051, 'message': 'ดูตอนแรกเมื่อคืนก็ท่าทางจะสนุก แต่ช่อง3ไม่กลัวคนดูเบื่อบ้างเหรอคะ พักนี้ละครย้อนอดีตชาติมาติดๆกันเลย😩ภาพช้องปีบ กับนายแคว้นร้ายสุดๆ😡กาสะลองน่าสงสารมากๆ😭ยังจำติดตาอยู่ก็มาเจอไอ้ทดกลับชาติมาเกิดเป็นภาค แล้วยังหมอดีมาเป็นคุณนิ่มอีก น่าจะเว้นระยะให้คนคิดถึงละครแนวนี้ก่อนนะคะ❤️❤️😩', 'like': 0}]"
17,1282973728458676_2320146871408018,1564664401,https://www.facebook.com/CH3Thailand/videos/488339291917820/,"มาฟังเพลงพเพราะๆ Official MV เพลง #ทำไมต้องทำไม่รัก เพลงประกอบละคร #สัตยาธิษฐาน ศิลปิน ""โบว์ลิ่ง มานิดา"" กันค่ะ วันนี้ฟังเพลงและรับชมมิวสิกวิดีโอได้ที่ Youtube >>  https://youtu.be/CXQUzWNwjWo ติดตามชมละครทุกวันพุธ-พฤหัสบดี เวลา 20.20 น. #ช่อง33 #เพลงประกอบละครช่อง3 #ChandelierMusic #Ch3Thailand",586,11,5,"[{'id': 'Y29tbWVudDoyMzIwMTQ2ODcxNDA4MDE4XzIzMjEwODkwNjQ2NDcxMzI=', 'time': 1564699462, 'message': 'ดูตอนแรกเมื่อคืนแล้วสนุก👍น่าติดตาม แต่พักนี้เห็นมีแต่ละครย้อนไปอดีตชาติเยอะจัง😀ตั้งแต่บุพเพสันนิวาสดังแล้วมีย้อนยุคมาตลอดติดๆกัน😩เพลิงพรางเทียนต่อมาก็กลิ่นกาสะลอง ยังติดตาความร้ายกาจของช้องปีบและนายแคว้น ความน่าสงสาร😭ของกาสะลอง😭จบไปไม่นานสัตยาธิษฐานตามมาติดๆไม่กลัวคนดูจะเบื่อเหรอคะ น่าจะเอามนต์รักลูกทุ่งกลับมาสร้างใหม่นะคะหรือวัลอลวนอยากดูค่ะ😀😀😀', 'like': 0}]"
18,1282973728458676_2320141051408600,1564662600,https://www.facebook.com/CH3Thailand/posts/2320141051408600,จุดเริ่มต้นเรื่องราวความรัก คำอธิษฐาน ที่ทำให้เขาและเธอได้มาเจอกันอีกครั้ง คืนนี้ ติดตาม สัตยาธิษฐาน (ตอนแรก) เวลา 20.20 น. เปิดทีวี #ช่อง33 ดูสดไปพร้อมกันค่ะ #Ch3Thailand #สัตยาธิษฐานep1,1168,16,20,"[{'id': 'Y29tbWVudDoyMzIwMTQxMDUxNDA4NjAwXzIzMjAzMTM0OTEzOTEzNTY=', 'time': 1564664097, 'message': 'น้ำหมากไหลเบยค่ะ5555', 'like': 0}, {'id': 'Y29tbWVudDoyMzIwMTQxMDUxNDA4NjAwXzIzMjExMzE5MDQ2NDI4NDg=', 'time': 1564702030, 'message': 'ดู ชอบสน สนุก  แต่อย่าสร้างข้ามภพชาติ บ่อยๆ เบื่อ', 'like': 1}]"
19,1282973728458676_2320004854755553,1564660801,https://www.facebook.com/CH3Thailand/posts/2320004854755553,เปิดฉากเรื่องราวในอดีตกับชีวิต “ทาส” ที่ถูกจองจำ!  https://www.ch3thailand.com/news/scoop/17279 คืนนี้ ติดตาม #สัตยาธิษฐาน (ตอนแรก) เวลา 20.20 น. เปิดทีวี #ช่อง33 ดูสดไปพร้อมกันค่ะ #Ch3Thailand #สัตยาธิษฐานep1,378,6,4,"[{'id': 'Y29tbWVudDoyMzIwMDA0ODU0NzU1NTUzXzIzMjAyODAzMDQ3MjgwMDg=', 'time': 1564662711, 'message': ""I'm ready to watch 🤘"", 'like': 0}, {'id': 'Y29tbWVudDoyMzIwMDA0ODU0NzU1NTUzXzIzMjAyNjI3MDQ3Mjk3Njg=', 'time': 1564661967, 'message': 'ทาสหล่อจัง 55', 'like': 0}]"
20,1282973728458676_2320099394746099,1564659001,https://www.facebook.com/CH3Thailand/videos/503907327087310/,จบได้ดีมากค่ะ พี่ต่อกับหมอดีมีลูกๆ น่ารักมากเลย 😍😍 ดูย้อนหลัง #ลับลวงใจep11 ได้ที่นี่ https://www.ch3thailand.com/news/scoop/17276 #Ch3Thailand #ลับลวงใจ,3806,41,15,"[{'id': 'Y29tbWVudDoyMzIwMDk5Mzk0NzQ2MDk5XzIzMjA1MjQzNTQ3MDM2MDM=', 'time': 1564673605, 'message': 'เบ่งคลอดผิดวิธี อย่าเห็นเป็นเรื่องเล่นๆนะคะ คนดูทั้งประเทศ จะมีคนเอาไปเลียนแบบ', 'like': 1}, {'id': 'Y29tbWVudDoyMzIwMDk5Mzk0NzQ2MDk5XzIzMjE0NzExNzEyNzU1ODg=', 'time': 1564719529, 'message': 'ตอนเบ่งคลอดไม่เนียนแต่ก็ไม่ว่ากันมันยากมาก', 'like': 0}]"
21,1282973728458676_2320006484755390,1564657201,https://www.facebook.com/CH3Thailand/videos/727520414332569/,สิ่งหนึ่งที่โจ้มีอยู่ในใจก็คือความรักที่มีต่อครอบครัว ดูย้อนหลัง #ลับลวงใจep11 ได้ที่นี่ https://www.ch3thailand.com/news/scoop/17276 #Ch3Thailand #ลับลวงใจ,2680,24,29,"[{'id': 'Y29tbWVudDoyMzIwMDA2NDg0NzU1MzkwXzIzMjAyMDQ2MDgwNjg5MTE=', 'time': 1564659225, 'message': 'เห็นแก่ตัวละไม่ว่าไปโกงคนอื่นมาให้ครอบครัวตัวเองสุขสบาย', 'like': 7}, {'id': 'Y29tbWVudDoyMzIwMDA2NDg0NzU1MzkwXzIzMjA2MTgxMDgwMjc1NjE=', 'time': 1564676656, 'message': 'ไอ้เดรัจฉาน โจนั่นแหละ เลวที่สุด น่าจะตาย', 'like': 1}]"
22,1282973728458676_2320003501422355,1564655400,https://www.facebook.com/CH3Thailand/videos/468024823930860/,เรื่องราวของการระลึกชาติมีจริงหรือไม่ เขาและเธอต้องฝ่าฟันอะไรร่วมกันมาบ้าง คืนนี้ ติดตาม สัตยาธิษฐาน (ตอนแรก) เวลา 20.20 น. เปิดทีวี #ช่อง33 ดูสดไปพร้อมกันค่ะ #Ch3Thailand #สัตยาธิษฐานep1,455,11,1,[]
23,1282973728458676_2319997631422942,1564653600,https://www.facebook.com/CH3Thailand/videos/1079537285581137/,แม้จะรู้ตัวช้าเกินไป แต่สุดท้ายก็หลุดพ้นมาได้ ดูย้อนหลัง #ลับลวงใจep11 ได้ที่นี่ https://www.ch3thailand.com/news/scoop/17276 #Ch3Thailand #ลับลวงใจ,781,8,11,"[{'id': 'Y29tbWVudDoyMzE5OTk3NjMxNDIyOTQyXzIzMjAxMDcwMTE0MTIwMDQ=', 'time': 1564654485, 'message': 'ละครเรื่องนี้ชอบกิ๊ฟกับตุ้มน้องนํ้าหวาน&น้องบัวแสดงอารมย์ได้ดีบทดีแสดงดีสวยดว้ย..ส่วนนางเอกเป็นแค่ตัวประกอบท้ายเรื่อง', 'like': 1}, {'id': 'Y29tbWVudDoyMzE5OTk3NjMxNDIyOTQyXzIzMjAxMTYxNzQ3NDQ0MjE=', 'time': 1564654970, 'message': 'Aila Chetthanachai  กูเห็นตัวละครที่ชื่อโจ้แล้วคิดถึงหน้ามึงเลยล่า 555 หน้าตาคล้ายมึงเลย', 'like': 0}]"
24,1282973728458676_2320000091422696,1564651800,https://www.facebook.com/CH3Thailand/photos/a.1330600120362703/2319998761422829/?type=3,การพบกันของเขาและเธอ จะเชื่อมโยงไปสู่เรื่องราวในอดีต 😍😍 คืนนี้ ติดตาม #สัตยาธิษฐาน (ตอนแรก) เวลา 20.20 น. เปิดทีวี #ช่อง33 ดูสดไปพร้อมกันค่ะ #Ch3Thailand #สัตยาธิษฐานep1,550,3,6,"[{'id': 'Y29tbWVudDoyMzIwMDAwMDkxNDIyNjk2XzIzMjAxNTk3ODgwNzMzOTM=', 'time': 1564657042, 'message': 'คงติดละครอีกละ รอชมคะ', 'like': 0}, {'id': 'Y29tbWVudDoyMzIwMDAwMDkxNDIyNjk2XzIzMjAwNjQ4OTE0MTYyMTY=', 'time': 1564652063, 'message': 'ชาติก่อนเป็นทาส เกิดใหม่ได้เป็นลูกเศรษฐี สุดยอดแล้ว', 'like': 0}]"
25,1282973728458676_2319957381426967,1564650001,https://www.facebook.com/CH3Thailand/videos/374974156545982/,ทำไมครอบครัวฉัน ถึงต้องเป็นฝ่ายสูญเสียอยู่ฝ่ายเดียว ดูย้อนหลัง #ลับลวงใจep11 ได้ที่นี่ https://www.ch3thailand.com/news/scoop/17276 #Ch3Thailand #ลับลวงใจ,2229,52,13,"[{'id': 'Y29tbWVudDoyMzE5OTU3MzgxNDI2OTY3XzIzMjAwNDE4NTQ3NTE4NTM=', 'time': 1564650779, 'message': 'งง.พ่อกิ๊ฟไม่รู้สึกผิดหรอที่พาคนชั่วเข้าบ้านยกย่อออกหน้าออกตา😏😏😏จนจบพ่อกิ๊ฟก็ไม่แสดงความรับผิดชอบ😠', 'like': 12}, {'id': 'Y29tbWVudDoyMzE5OTU3MzgxNDI2OTY3XzIzMjAwODc5MDQ3NDcyNDg=', 'time': 1564653428, 'message': 'พ่อของกิ๊บไม่เห็นโดนไรบ้างเลยทั้งที่คิดโกงบริษัท...แถมโจ้ก็แค่คิดได้ไม่โดนอะไรเหมือนกันแค่โดนยิงแต่ไม่ตาย..จบไม่สมบูรณ์', 'like': 8}]"
26,1282973728458676_2320028554753183,1564649990,https://www.facebook.com/CH3Thailand/photos/a.1330600120362703/2320028378086534/?type=3,"ผลการออกสลากกินแบ่งรัฐบาล งวดประจำวันที่ 1 สิงหาคม 2562 รางวัลที่ 1 เลขที่ออก 387006 รางวัลเลขท้าย 2 ตัว >> 58 รางวัลเลขหน้า 3 ตัว >> 983, 135 รางวัลเลขท้าย 3 ตัว >> 795, 562 #หวย #ตรวจหวย #Ch3Thailand",6228,1048,192,"[{'id': 'Y29tbWVudDoyMzIwMDI4NTU0NzUzMTgzXzIzMjAwODk5MTgwODAzODA=', 'time': 1564653539, 'message': 'บ้าบ่เนาะ ชื้อ 500 -900  แถมลงล่างอี ก เกือบโต้ด 3 ตัว ใครเป็นคาขับลูกกลมๆ 555 จะไปถามว่าคือบ่เอา 00 ไว้หลังนำ', 'like': 0}, {'id': 'Y29tbWVudDoyMzIwMDI4NTU0NzUzMTgzXzIzMjAwMzA0OTgwODYzMjI=', 'time': 1564650100, 'message': 'ออกแบบนี้ตาย ออกเลขอั้น 58', 'like': 10}]"
27,1282973728458676_2319955161427189,1564648200,https://www.facebook.com/CH3Thailand/videos/2398819866831662/,งานวัดสื่อรักถึงเวลาก้านกับเพ็ญคืนดีกัน และแม่ย้อยบุกทวงเงินคืน 😍😍 วันนี้ ติดตาม กรงกรรม เวลา 18.50 น. เปิดทีวี #ช่อง33 ดูสดไปพร้อมกันค่ะ #Ch3Thailand,274,3,1,"[{'id': 'Y29tbWVudDoyMzE5OTU1MTYxNDI3MTg5XzIzMjAwMDM0NzE0MjIzNTg=', 'time': 1564648521, 'message': '😍😍', 'like': 0}]"
28,1282973728458676_2319877388101633,1564646402,https://www.facebook.com/CH3Thailand/videos/410937709542641/,เกิดชาติหน้า พี่ขอให้ตุ้มสมหวังในความรัก 😭😭 ดูย้อนหลัง #ลับลวงใจep11 ได้ที่นี่ https://www.ch3thailand.com/news/scoop/17276 #Ch3Thailand #ลับลวงใจ,1446,8,12,"[{'id': 'Y29tbWVudDoyMzE5ODc3Mzg4MTAxNjMzXzIzMTk5OTMwNzgwOTAwNjQ=', 'time': 1564647839, 'message': 'สมควรตายแล้วรักจนลืมคิดถึงผิดชั่วดีแบบนี้', 'like': 2}, {'id': 'Y29tbWVudDoyMzE5ODc3Mzg4MTAxNjMzXzIzMjAwMTcyNTgwODc2NDY=', 'time': 1564649356, 'message': 'ไม่ดูช่อง 3', 'like': 0}]"
29,1282973728458676_2319874808101891,1564644600,https://www.facebook.com/CH3Thailand/posts/2319874808101891,มาอ่านเรื่องย่อเรื่องราวสนุกๆ ทำความรู้จักตัวละครกันก่อนค่ะ https://www.ch3thailand.com/news/scoop/17281 คืนนี้ ติดตาม สัตยาธิษฐาน (ตอนแรก) เวลา 20.20 น. เปิดทีวี #ช่อง33 ดูสดไปพร้อมกันค่ะ #Ch3Thailand #สัตยาธิษฐานep1,521,9,4,"[{'id': 'Y29tbWVudDoyMzE5ODc0ODA4MTAxODkxXzIzMjAwMDM1MDgwODkwMjE=', 'time': 1564648522, 'message': 'น่าดู', 'like': 0}, {'id': 'Y29tbWVudDoyMzE5ODc0ODA4MTAxODkxXzIzMTk5NzMzMzE0MjUzNzI=', 'time': 1564646959, 'message': 'จะเครียดอีกไหม เรื่องนี้', 'like': 1}]"
30,1282973728458676_2319873224768716,1564642801,https://www.facebook.com/CH3Thailand/videos/2274059856242474/,โดนตบไปแล้วก็ไม่รู้จักจำ ต้องให้ซ้อเรณูย้ำอีกที 😡😡 ดูย้อนหลัง #กรงกรรมep25 ได้ที่นี่ https://www.ch3thailand.com/news/scoop/17275 #Ch3Thailand #กรงกรรม,726,15,2,"[{'id': 'Y29tbWVudDoyMzE5ODczMjI0NzY4NzE2XzIzMjAwMzkyMTE0MTg3ODQ=', 'time': 1564650616, 'message': 'สงสารอาซา อยากตบพิไล', 'like': 0}, {'id': 'Y29tbWVudDoyMzE5ODczMjI0NzY4NzE2XzIzMjA0ODYwNDgwNDA3Njc=', 'time': 1564671818, 'message': 'ช0สข', 'like': 0}]"
31,1282973728458676_2319868728102499,1564640793,https://www.facebook.com/CH3Thailand/photos/a.1330600120362703/2319868104769228/?type=3,"""ปุ๊ มนตรี"" อีกหนึ่งนักแสดงที่ทุกคนคงจำได้ดี เรื่องนี้จะร้ายหรือดี มาลุ้นกันค่ะ คืนนี้ ติดตาม #สัตยาธิษฐาน (ตอนแรก) เวลา 20.20 น. เปิดทีวี #ช่อง33 ดูสดไปพร้อมกันค่ะ #Ch3Thailand #สัตยาธิษฐานep1",1441,9,72,"[{'id': 'Y29tbWVudDoyMzE5ODY4NzI4MTAyNDk5XzIzMTk4ODY4MzQ3NjczNTU=', 'time': 1564641914, 'message': 'เดี๋ยวนี้เปิดช่องไหนก็เจอแต่คุณพ่อตัวร้ายคนนี้ฮ็อตกว่า พระนาง ซะอีกใครกล้าเทียบ...นี่ละฝีมือ ชอบๆ', 'like': 18}, {'id': 'Y29tbWVudDoyMzE5ODY4NzI4MTAyNDk5XzIzMTk5MTI4MDE0MzE0MjU=', 'time': 1564643380, 'message': 'ช่อง33ขอนแก่นตำบลบ้านเป็ด ดูไม่ได้เลยครับช่อง33ภาพสั่นลายตาครับ ปรับปรุงด้วยนะครับเดี๋ยวจะพลาดดูละครดราม่าที่รอคอย บทประพันธ์ของพี่อี๊ดอาริตาครับ', 'like': 3}]"
32,1282973728458676_2319820831440622,1564639201,https://www.facebook.com/CH3Thailand/videos/2658700790829838/,คนแบบนี้น่าจะยิงให้ตายไปเลย 😡😡 ดูย้อนหลัง #ลับลวงใจep11 ได้ที่นี่ https://www.ch3thailand.com/news/scoop/17276 #Ch3Thailand #ลับลวงใจ,2942,46,19,"[{'id': 'Y29tbWVudDoyMzE5ODIwODMxNDQwNjIyXzIzMTk5MzU1MTE0MjkxNTQ=', 'time': 1564644574, 'message': 'คนที่แสดงเป็นพี่สาวโจ้ หน้าตานางสาวไทยมาก สวยมาก', 'like': 9}, {'id': 'Y29tbWVudDoyMzE5ODIwODMxNDQwNjIyXzIzMjAxOTQwNTgwNjk5NjY=', 'time': 1564658748, 'message': 'กิ๊ฟแสดงดีอ้ะ ตอนร้องไห้ในรถกับพี่ต่อ กลัว-เสียใจ-ตกใจ รวมๆกันไป', 'like': 2}]"
